reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-0303,Breton National Wildlife Refuge,29.7848,-88.871,EL59ns,US-LA,0,0,0,0,0
K-0304,Cameron Prairie National Wildlife Refuge,29.9506,-93.076,EL39lw,US-LA,21,20,2901,0,0
K-0305,Cat Island National Wildlife Refuge,30.794,-91.4382,EM40gt,US-LA,2,2,33,0,0
K-0306,Catahoula National Wildlife Refuge,31.6236,-91.9678,EM41ao,US-LA,5,5,252,0,0
K-0307,D'Arbonne National Wildlife Refuge,32.6426,-92.1943,EM32vp,US-LA,10,8,236,0,0
K-0308,Delta National Wildlife Refuge,29.2507,-89.1926,EL59jg,US-LA,0,0,0,0,0
K-0309,Grand Cote National Wildlife Refuge,31.104,-92.1404,EM31wc,US-LA,4,4,193,0,0
K-0311,Lacassine National Wildlife Refuge,30.0042,-92.7828,EM30oa,US-LA,29,29,3414,0,0
K-0312,Lake Ophelia National Wildlife Refuge,31.1929,-91.8305,EM41ce,US-LA,1,1,18,0,0
K-0314,Mandalay National Wildlife Refuge,29.5599,-90.7788,EL49on,US-LA,2,2,55,0,0
K-0315,Red River National Wildlife Refuge,32.4481,-93.673,EM32dk,US-LA,32,30,988,0,0
K-0316,Sabine National Wildlife Refuge,29.9039,-93.5609,EL39fv,US-LA,5,4,231,0,0
K-0317,Centro Vacacional Lago Caonillas State Park,18.2768,-66.6529,FK68qg,US-KP4,5,5,260,0,0
K-0318,Tensas River National Wildlife Refuge,32.3264,-91.377,EM42hh,US-LA,4,4,207,0,0
K-0319,Upper Ouachita National Wildlife Refuge,32.8902,-92.0862,EM32wv,US-LA,5,5,193,0,0
K-0320,Assabet River National Wildlife Refuge,42.4078,-71.4709,FN42gj,US-MA,15,14,367,0,0
K-0321,Great Meadows National Wildlife Refuge,42.4013,-71.3725,FN42hj,US-MA,14,14,406,0,0
K-0322,Mashpee National Wildlife Refuge,41.6022,-70.5111,FN41ro,US-MA,16,16,453,0,0
K-0323,Centro Vacacional Punta Santiago State Park,18.1613,-65.7538,FK78cd,US-KP4,21,21,1001,0,0
K-0324,Monomoy National Wildlife Refuge,41.6572,-69.9593,FN51ap,US-MA,11,11,305,0,0
K-0325,Nantucket National Wildlife Refuge,41.3901,-70.0491,FN41xj,US-MA,1,1,11,0,0
K-0327,Oxbow National Wildlife Refuge,42.5161,-71.6223,FN42em,US-MA,10,8,196,0,0
K-0328,Parker River National Wildlife Refuge,42.7488,-70.8054,FN42or,US-MA,33,23,624,0,0
K-0329,Silvio O Conte National Wildlife Refuge,44.7678,-71.7018,FN44ds,"US-CT,US-MA,US-NH,US-VT",98,97,3656,0,0
K-0330,Thatcher Island National Wildlife Refuge,42.6395,-70.5741,FN42rp,US-MA,2,2,26,0,0
K-0331,Blackwater National Wildlife Refuge,38.4454,-76.1194,FM18wk,US-MD,38,37,1967,0,0
K-0332,Eastern Neck National Wildlife Refuge,39.0311,-76.2248,FM19va,US-MD,14,13,597,0,0
K-0333,Martin National Wildlife Refuge,37.9958,-76.0344,FM17xx,US-MD,5,5,289,0,0
K-0334,Patuxent National Wildlife Refuge,39.0545,-76.8168,FM19ob,US-MD,237,235,6877,0,0
K-0335,Susquehanna National Wildlife Refuge,39.4952,-76.0837,FM19wl,US-MD,6,5,202,0,0
K-0336,Aroostook National Wildlife Refuge,46.9695,-67.8737,FN66bx,US-ME,2,2,177,0,0
K-0337,Carlton Pond Wetland Management District,44.7058,-69.2721,FN54iq,US-ME,0,0,0,0,0
K-0338,Cross Island National Wildlife Refuge,44.6102,-67.3041,FN64io,US-ME,0,0,0,0,0
K-0339,Franklin Island National Wildlife Refuge,43.8921,-69.374,FN53hv,US-ME,0,0,0,0,0
K-0340,Spring Creek Hatchery State Park,45.7281,-121.543,CN95fr,US-WA,25,25,543,0,0
K-0341,Moosehorn National Wildlife Refuge,45.0729,-67.2944,FN65ib,US-ME,5,4,228,0,0
K-0342,Pond Island National Wildlife Refuge,43.7397,-69.77,FN53cr,US-ME,1,1,30,0,0
K-0343,Rachel Carson National Wildlife Refuge,43.4344,-70.3926,FN43tk,US-ME,24,24,1022,0,1
K-0344,Seal Island National Wildlife Refuge,43.8852,-68.7424,FN53pv,US-ME,0,0,0,0,0
K-0345,Sunkhaze Meadows National Wildlife Refuge,44.9792,-68.5734,FN54rx,US-ME,3,3,121,0,0
K-0346,Detroit River National Wildlife Refuge,42.2232,-83.1337,EN82kf,US-MI,18,17,516,0,0
K-0347,Harbor Island National Wildlife Refuge,46.0548,-83.7637,EN86cb,US-MI,1,1,31,0,0
K-0348,Huron National Wildlife Refuge,46.9536,-87.9739,EN66aw,US-MI,0,0,0,0,0
K-0349,Kirtlands Warbler Wildlife Management Area,44.66,-84.7142,EN74pp,US-MI,5,5,163,0,0
K-0350,Michigan Wetland Management District,42.238,-84.238,EN72vf,US-MI,99,91,2936,0,0
K-0351,Centro Vacacional Villas de Anasco State Park,18.294,-67.2026,FK68jh,US-KP4,9,9,363,0,0
K-0352,Seney National Wildlife Refuge,46.2885,-85.946,EN76ag,US-MI,5,5,89,0,0
K-0353,Shiawassee National Wildlife Refuge,43.3377,-84.0268,EN73xi,US-MI,15,14,586,0,0
K-0354,Agassiz National Wildlife Refuge,48.2998,-95.982,EN28ah,US-MN,2,2,25,0,0
K-0355,Big Stone National Wildlife Refuge,45.2602,-96.3406,EN15tg,US-MN,2,2,82,0,0
K-0356,Big Stone Wetland Management District,44.3275,-95.9174,EN24ah,US-MN,6,6,263,0,0
K-0357,Crane Meadows National Wildlife Refuge,45.9337,-94.2514,EN25uw,US-MN,10,7,189,0,0
K-0358,Detroit Lakes Wetland Management District,46.8486,-95.8456,EN26bu,US-MN,3,3,122,0,0
K-0359,Fergus Falls Wetland Management District,46.2665,-96.0639,EN16xg,US-MN,22,21,929,0,0
K-0360,Glacial Ridge National Wildlife Refuge,47.6939,-96.3113,EN17uq,US-MN,2,2,89,0,0
K-0361,Hamden Slough National Wildlife Refuge,46.8985,-96.0676,EN16xv,US-MN,2,2,106,0,0
K-0362,Litchfield Wetland Management District,45.0718,-94.5328,EN25rb,US-MN,11,11,338,0,0
K-0363,Centro Vacacional Boqueron State Park,18.0135,-67.1731,FK68ja,US-KP4,11,11,703,0,0
K-0364,Minnesota Valley National Wildlife Refuge,44.8598,-93.2157,EN34ju,US-MN,65,60,1408,0,0
K-0365,Minnesota Valley Wetland Management District,45.0696,-94.5329,EN25rb,US-MN,12,10,519,0,0
K-0366,Morris Wetland Management District,45.5714,-95.8256,EN25cn,US-MN,4,4,216,0,0
K-0367,Northern Tallgrass Prairie National Wildlife Refuge,44.4592,-96.1166,EN14wl,US-MN,9,9,504,0,0
K-0368,Rice Lake National Wildlife Refuge,46.5253,-93.338,EN36hm,US-MN,2,2,62,0,0
K-0369,Rydell National Wildlife Refuge,47.6589,-96.0907,EN17wp,US-MN,1,1,29,0,0
K-0370,Sherburne National Wildlife Refuge,45.4839,-93.7112,EN35dl,US-MN,23,19,657,0,0
K-0371,Tamarac National Wildlife Refuge,46.9581,-95.6547,EN26ew,US-MN,2,2,49,0,0
K-0373,Windom Wetland Management District,43.8584,-95.0866,EN23ku,US-MN,9,9,402,0,0
K-0374,Big Muddy National Wildlife Refuge,38.9615,-92.5721,EM38rx,US-MO,17,16,558,0,0
K-0375,Clarence Cannon National Wildlife Refuge,39.2661,-90.7814,EM49og,US-MO,13,13,389,0,0
K-0376,Great River National Wildlife Refuge,40.3279,-91.4985,EN40gh,US-MO,4,4,128,0,0
K-0377,Mingo National Wildlife Refuge,36.9699,-90.1512,EM46wx,US-MO,5,5,300,0,0
K-0378,Miller Peninsula State Park,48.0658,-122.946,CN88mb,US-WA,1,1,13,0,0
K-0379,Dugualla State Park,48.3401,-122.572,CN88ri,US-WA,6,5,158,0,0
K-0380,Loess Bluffs National Wildlife Refuge,40.0697,-95.2348,EN20jb,US-MO,10,10,281,0,0
K-0381,Swan Lake National Wildlife Refuge,39.6332,-93.2325,EM39jp,US-MO,17,16,439,0,0
K-0382,Coldwater River National Wildlife Refuge,34.0806,-90.1436,EM44wb,US-MS,7,7,294,0,0
K-0383,Dahomey National Wildlife Refuge,33.7037,-90.9107,EM43nq,US-MS,3,3,70,0,0
K-0384,Grand Bay National Wildlife Refuge,30.4248,-88.4244,EM50sk,US-MS,11,10,503,0,0
K-0385,Hillside National Wildlife Refuge,33.0088,-90.3232,EM43ua,US-MS,3,3,49,0,0
K-0386,Holt Collier National Wildlife Refuge,33.2319,-90.7846,EM43of,US-MS,3,3,79,0,0
K-0387,Mathews Brake National Wildlife Refuge,33.3651,-90.2544,EM43ui,US-MS,3,3,50,0,0
K-0388,Mississippi Sandhill Crane National Wildlife Refuge,30.4458,-88.6618,EM50qk,US-MS,58,56,2275,0,0
K-0389,Morgan Brake National Wildlife Refuge,33.2171,-90.2247,EM43vf,US-MS,3,3,47,0,0
K-0390,Noxubee National Wildlife Refuge,33.2715,-88.8728,EM53ng,US-MS,17,16,722,0,0
K-0391,Panther Swamp National Wildlife Refuge,32.8185,-90.5271,EM42rt,US-MS,4,4,82,0,0
K-0392,St. Catherine Creek National Wildlife Refuge,31.4094,-91.4508,EM41gj,US-MS,6,6,180,0,0
K-0393,Tallahatchie National Wildlife Refuge,33.7692,-90.1365,EM43ws,US-MS,3,3,105,0,0
K-0394,Wake Island National Wildlife Refuge,19.2819,166.647,RK39hg,US-KH9,0,0,0,0,0
K-0395,Yazoo National Wildlife Refuge,33.0703,-90.976,EM43mb,US-MS,5,5,182,0,0
K-0396,Benton Lake National Wildlife Refuge,47.6775,-111.33,DN47iq,US-MT,8,8,247,0,0
K-0398,Bowdoin National Wildlife Refuge,48.3953,-107.579,DN68fj,US-MT,0,0,0,0,0
K-0399,Charles M. Russell National Wildlife Refuge,47.7002,-107.167,DN67jq,US-MT,9,8,281,0,0
K-0400,Halfbreed Lake National Wildlife Refuge,45.9497,-109.117,DN55kw,US-MT,2,2,29,0,0
K-0401,Lake Mason National Wildlife Refuge,46.514,-108.674,DN56pm,US-MT,1,1,16,0,0
K-0402,Lee Metcalf National Wildlife Refuge,46.5559,-114.077,DN26xn,US-MT,16,14,460,0,0
K-0403,Lost Trail National Wildlife Refuge,48.175,-114.907,DN28ne,US-MT,1,1,15,0,0
K-0404,Medicine Lake National Wildlife Refuge,48.4835,-104.45,DN78sl,US-MT,1,1,14,0,0
K-0405,National Bison Range National Wildlife Refuge,47.3672,-114.255,DN27ui,US-MT,6,3,43,0,0
K-0406,Northwest Montana Wetland Management District,47.4029,-114.166,DN27wj,US-MT,6,4,54,0,0
K-0407,Red Rock Lakes National Wildlife Refuge,44.5995,-111.811,DN44co,US-MT,1,1,19,0,0
K-0408,UL Bend National Wildlife Refuge,47.6003,-107.88,DN67bo,US-MT,1,1,26,0,0
K-0409,War Horse National Wildlife Refuge,47.1134,-108.564,DN57rc,US-MT,1,1,54,0,0
K-0410,Alligator River National Wildlife Refuge,35.864,-75.8608,FM25bu,US-NC,11,11,260,0,0
K-0411,Cedar Island National Wildlife Refuge,34.9554,-76.3892,FM14tw,US-NC,16,14,696,0,0
K-0412,Currituck National Wildlife Refuge,36.4519,-75.8493,FM26bk,US-NC,6,6,279,0,0
K-0413,Mackay Island National Wildlife Refuge,36.5158,-75.9669,FM26am,US-NC,11,11,501,0,0
K-0414,Mattamuskeet National Wildlife Refuge,35.488,-76.1749,FM15vl,US-NC,2,2,103,0,0
K-0415,Pea Island National Wildlife Refuge,35.7169,-75.4934,FM25gr,US-NC,37,35,1265,0,0
K-0416,Pee Dee National Wildlife Refuge,35.0589,-80.0638,EM95xb,US-NC,23,22,676,0,0
K-0417,Pocosin Lakes National Wildlife Refuge,35.6929,-76.5421,FM15rq,US-NC,6,5,130,0,0
K-0418,Roanoke River National Wildlife Refuge,35.8872,-77.0224,FM15lv,US-NC,5,5,181,0,0
K-0419,Swanquarter National Wildlife Refuge,35.3802,-76.2538,FM15uj,US-NC,1,1,46,0,0
K-0420,Arrowwood National Wildlife Refuge,47.2709,-98.8518,EN07ng,US-ND,3,3,73,0,0
K-0421,Arrowwood Wetland Management District,47.5517,-99.1375,EN07kn,US-ND,2,2,37,0,0
K-0422,Audubon National Wildlife Refuge,47.5783,-101.247,DN97jn,US-ND,3,3,423,0,0
K-0423,Chase Lake National Wildlife Refuge,47.0238,-99.4602,EN07ga,US-ND,2,2,70,0,0
K-0424,Des Lacs National Wildlife Refuge,48.6691,-102.097,DN88wq,US-ND,2,2,56,0,0
K-0425,Devils Lake Wetland Management District,48.1655,-98.8874,EN08nd,US-ND,2,2,198,0,0
K-0426,Florence Lake National Wildlife Refuge,47.2868,-100.327,DN97ug,US-ND,2,2,123,0,0
K-0427,J. Clark Salyer National Wildlife Refuge,48.6174,-100.729,DN98po,US-ND,4,4,219,0,0
K-0428,J. Clark Salyer Wetland Management District,48.6114,-100.719,DN98po,US-ND,1,1,42,0,0
K-0429,Kellys Slough National Wildlife Refuge,47.9754,-97.2797,EN17ix,US-ND,6,6,228,0,0
K-0430,Kulm Wetland Management District,46.3119,-98.9331,EN06mh,US-ND,5,5,93,0,0
K-0431,Lake Alice National Wildlife Refuge,48.3703,-99.0797,EN08li,US-ND,3,3,141,0,0
K-0432,Lake Ilo National Wildlife Refuge,47.3431,-102.653,DN87qi,US-ND,2,2,44,0,0
K-0433,Lake Zahl National Wildlife Refuge,48.5683,-103.669,DN88dn,US-ND,2,2,57,0,0
K-0434,Long Lake National Wildlife Refuge,46.6699,-100.228,DN96vq,US-ND,3,3,255,0,0
K-0435,Lostwood National Wildlife Refuge,48.6428,-102.405,DN88tp,US-ND,3,3,62,0,0
K-0436,Slade National Wildlife Refuge,46.8377,-99.7216,EN06du,US-ND,1,1,85,0,0
K-0437,White Horse Hill Game Preserve,47.9877,-98.9989,EN07mx,US-ND,2,2,91,0,0
K-0438,Tewaukon National Wildlife Refuge,46.0012,-97.3722,EN16ha,US-ND,6,6,235,0,0
K-0439,Upper Souris National Wildlife Refuge,48.4588,-101.568,DN98fl,US-ND,23,19,883,0,0
K-0440,Valley City Wetland Management District,46.9795,-97.9489,EN16ax,US-ND,7,7,207,0,0
K-0441,Boyer Chute National Wildlife Refuge,41.4517,-95.9509,EN21ak,US-NE,10,10,350,0,0
K-0442,Crescent Lake National Wildlife Refuge,41.7105,-102.4,DN81tr,US-NE,1,1,35,0,0
K-0443,Fort Niobrara National Wildlife Refuge,42.893,-100.477,DN92sv,US-NE,2,2,161,0,0
K-0444,Centro Vacacional Monte del Estado State Park,18.1406,-66.9747,FK68md,US-KP4,30,30,5089,0,0
K-0445,North Platte National Wildlife Refuge,41.9549,-103.532,DN81fw,US-NE,7,5,147,0,0
K-0446,Rainwater Basin Wetland Management District,40.5173,-99.2171,EN00jm,US-NE,3,3,41,0,0
K-0447,Valentine National Wildlife Refuge,42.5391,-100.535,DN92rm,US-NE,2,2,27,0,0
K-0448,Great Bay National Wildlife Refuge,43.0892,-70.8436,FN43nc,US-NH,15,15,493,0,0
K-0449,John Hay National Wildlife Refuge,43.3516,-72.0408,FN33xi,US-NH,6,6,263,0,0
K-0450,Lake Umbagog National Wildlife Refuge,44.8319,-71.0757,FN44lt,"US-ME,US-NH",1,1,38,0,0
K-0451,Wapack National Wildlife Refuge,42.9002,-71.8751,FN42bv,US-NH,14,13,754,0,0
K-0452,Cape May National Wildlife Refuge,39.0998,-74.8796,FM29nc,US-NJ,20,16,447,0,0
K-0453,Edwin B. Forsythe National Wildlife Refuge,39.4647,-74.4498,FM29sl,US-NJ,57,55,2273,0,0
K-0454,Great Swamp National Wildlife Refuge,40.7136,-74.5133,FN20rr,US-NJ,36,33,1103,0,0
K-0455,Supawna Meadows National Wildlife Refuge,39.6169,-75.5343,FM29fo,US-NJ,14,13,459,0,2
K-0456,Wallkill River National Wildlife Refuge,41.2008,-74.5642,FN21re,"US-NJ,US-NY",72,67,2355,0,1
K-0457,Bitter Lake National Wildlife Refuge,33.456,-104.372,DM73tk,US-NM,15,15,609,0,0
K-0458,Bosque Del Apache National Wildlife Refuge,33.8044,-106.879,DM63nt,US-NM,22,22,878,0,0
K-0459,Las Vegas National Wildlife Refuge,35.5252,-105.135,DM75km,US-NM,9,8,227,0,0
K-0460,Maxwell National Wildlife Refuge,36.5715,-104.57,DM76rn,US-NM,4,4,115,0,0
K-0462,Sevilleta National Wildlife Refuge,34.3416,-107.035,DM64li,US-NM,14,14,655,0,0
K-0463,Anaho Island National Wildlife Refuge,39.9526,-119.516,DM09fw,US-NV,0,0,0,0,0
K-0464,Ash Meadows National Wildlife Refuge,36.4255,-116.288,DM16uk,US-NV,10,10,180,0,0
K-0465,Desert National Wildlife Refuge,36.438,-115.359,DM26hk,US-NV,47,35,3120,0,0
K-0466,Fallon National Wildlife Refuge,39.7589,-118.603,DM09qs,US-NV,7,6,265,0,0
K-0467,Moapa Valley National Wildlife Refuge,36.7132,-114.714,DM26pr,US-NV,6,6,355,0,0
K-0468,Pahranagat National Wildlife Refuge,37.2464,-115.104,DM27kf,US-NV,8,8,511,0,0
K-0469,Ruby Lake National Wildlife Refuge,40.202,-115.493,DN20ge,US-NV,1,1,20,0,0
K-0470,Sheldon National Wildlife Refuge,41.8865,-119.132,DN01kv,US-NV,10,9,511,0,0
K-0471,Stillwater National Wildlife Refuge,39.5193,-118.519,DM09rm,US-NV,17,15,525,0,0
K-0472,Amagansett National Wildlife Refuge,40.9692,-72.1242,FN30wx,US-NY,5,3,116,0,0
K-0473,Conscience Point National Wildlife Refuge,40.9421,-72.4183,FN30sw,US-NY,5,5,250,0,0
K-0474,Elizabeth A. Morton National Wildlife Refuge,40.9884,-72.3684,FN30tx,US-NY,1,1,25,0,0
K-0475,Iroquois National Wildlife Refuge,43.112,-78.4072,FN03tc,US-NY,15,15,491,0,0
K-0476,Montezuma National Wildlife Refuge,42.963,-76.7363,FN12px,US-NY,18,16,489,0,0
K-0477,Congressman Lester Wolff Oyster Bay National Wildlife Refuge,40.9031,-73.5406,FN30fv,US-NY,9,9,533,0,0
K-0478,Seatuck National Wildlife Refuge,40.7153,-73.2074,FN30jr,US-NY,3,3,62,0,0
K-0479,Shawangunk Grasslands National Wildlife Refuge,41.6381,-74.2068,FN21vp,US-NY,3,3,137,0,0
K-0480,Target Rock National Wildlife Refuge,40.9271,-73.4303,FN30gw,US-NY,18,16,365,0,0
K-0481,Wertheim National Wildlife Refuge,40.7936,-72.8803,FN30nt,US-NY,22,21,599,0,0
K-0482,Cedar Point National Wildlife Refuge,41.672,-83.3125,EN81iq,US-OH,19,17,483,0,0
K-0483,Ottawa National Wildlife Refuge,41.6074,-83.2106,EN81jo,US-OH,34,33,1117,0,0
K-0484,Parque Monte del Estado State Park,18.1428,-66.9797,FK68md,US-KP4,2,2,374,0,0
K-0485,Deep Fork National Wildlife Refuge,35.5386,-95.9277,EM25am,US-OK,4,4,177,0,0
K-0486,Little River National Wildlife Refuge,33.9532,-94.7028,EM23pw,US-OK,10,10,322,0,0
K-0487,Optima National Wildlife Refuge,36.6435,-101.213,DM96jp,US-OK,4,4,203,0,0
K-0488,Ozark Plateau National Wildlife Refuge,36.322,-94.7206,EM26ph,US-OK,3,3,158,0,0
K-0489,Salt Plains National Wildlife Refuge,36.7853,-98.1792,EM06vs,US-OK,12,12,346,0,0
K-0490,Sequoyah National Wildlife Refuge,35.4474,-94.9724,EM25mk,US-OK,7,7,233,0,0
K-0491,Tishomingo National Wildlife Refuge,34.1938,-96.6437,EM14qe,US-OK,25,24,1227,0,0
K-0492,Washita National Wildlife Refuge,35.6519,-99.2814,EM05ip,US-OK,12,12,374,0,0
K-0493,Wichita Mountains National Wildlife Refuge,34.7106,-98.6236,EM04qr,US-OK,159,155,7721,0,0
K-0494,Ankeny National Wildlife Refuge,44.7867,-123.09,CN84ks,US-OR,46,42,1262,0,0
K-0495,Bandon Marsh National Wildlife Refuge,43.1574,-124.38,CN73td,US-OR,8,8,188,0,0
K-0496,Baskett Slough National Wildlife Refuge,44.962,-123.257,CN84ix,US-OR,83,77,3832,0,0
K-0497,Bear Valley National Wildlife Refuge,42.0611,-121.924,CN92ab,US-OR,1,1,17,0,0
K-0498,Cape Meares National Wildlife Refuge,45.4859,-123.974,CN85al,US-OR,4,4,45,0,0
K-0499,Cold Springs National Wildlife Refuge,45.8552,-119.157,DN05ku,US-OR,6,6,144,0,0
K-0500,Hart Mountain National Wildlife Refuge,42.5489,-119.655,DN02en,US-OR,4,4,142,0,0
K-0501,Klamath Marsh National Wildlife Refuge,42.9215,-121.726,CN92dw,US-OR,4,4,62,0,0
K-0502,Malheur National Wildlife Refuge,43.2657,-118.844,DN03ng,US-OR,10,8,306,0,0
K-0503,McKay Creek National Wildlife Refuge,45.5968,-118.798,DN05oo,US-OR,3,3,47,0,0
K-0504,Nestucca Bay National Wildlife Refuge,45.1621,-123.952,CN85ad,US-OR,7,7,317,0,0
K-0505,Oregon Islands National Wildlife Refuge,43.1132,-124.434,CN73sc,US-OR,4,4,93,0,0
K-0506,Siletz Bay National Wildlife Refuge,44.8966,-124.012,CN74xv,US-OR,2,2,32,0,0
K-0508,Tualatin River National Wildlife Refuge,45.3813,-122.831,CN85oj,US-OR,42,39,900,0,0
K-0509,Upper Klamath National Wildlife Refuge,42.5099,-122.089,CN82wm,US-OR,0,0,0,0,0
K-0510,William L. Finley National Wildlife Refuge,44.4075,-123.341,CN84hj,US-OR,18,17,461,0,0
K-0511,Erie National Wildlife Refuge,41.6267,-79.9598,FN01ap,US-PA,12,12,267,0,0
K-0512,John Heinz National Wildlife Refuge,39.8929,-75.2575,FM29iv,US-PA,47,46,1715,0,0
K-0513,Block Island National Wildlife Refuge,41.2133,-71.5724,FN41ff,US-RI,8,8,535,0,0
K-0514,John H. Chafee National Wildlife Refuge,41.443,-71.4707,FN41gk,US-RI,12,12,386,0,0
K-0515,Ninigret National Wildlife Refuge,41.3682,-71.6716,FN41di,US-RI,17,16,516,0,0
K-0516,Sachuest Point National Wildlife Refuge,41.4798,-71.2436,FN41jl,US-RI,33,33,1315,0,0
K-0517,Trustom Pond National Wildlife Refuge,41.3834,-71.5846,FN41ej,US-RI,15,15,278,0,0
K-0518,Cape Romain National Wildlife Refuge,32.9402,-79.6581,FM02ew,US-SC,27,27,632,0,0
K-0519,Carolina Sandhills National Wildlife Refuge,34.5796,-80.2328,EM94vn,US-SC,45,43,2246,0,0
K-0520,Ernest F. Hollings ACE Basin National Wildlife Refuge,32.6968,-80.3813,EM92tq,US-SC,17,16,485,0,0
K-0521,Santee National Wildlife Refuge,33.5305,-80.427,EM93sm,US-SC,52,51,1377,0,0
K-0522,Savannah National Wildlife Refuge,32.1655,-81.1514,EM92kd,"US-GA,US-SC",138,133,5995,0,0
K-0523,Rock Cave State Nature Preserve,39.1078,-88.8057,EM59oc,US-IL,11,10,280,0,0
K-0524,Waccamaw National Wildlife Refuge,33.7857,-79.0329,FM03ls,US-SC,43,39,1081,0,1
K-0525,Huron Wetland Management District,44.4061,-98.2414,EN04vj,US-SD,6,6,321,0,0
K-0526,Wildcat Hollow State Nature Preserve,38.9959,-88.616,EM58qx,US-IL,6,6,585,0,0
K-0527,Lacreek National Wildlife Refuge,43.0997,-101.567,DN93fc,US-SD,4,4,120,0,0
K-0528,Lake Andes National Wildlife Refuge,43.1697,-98.4523,EN03se,US-SD,6,6,206,0,0
K-0529,Madison Wetland Management District,44.1917,-96.9899,EN14me,US-SD,4,4,107,0,0
K-0530,Sand Lake National Wildlife Refuge,45.725,-98.302,EN05ur,US-SD,7,7,433,0,0
K-0531,Waubay National Wildlife Refuge,45.4248,-97.3267,EN15ik,US-SD,6,6,416,0,0
K-0532,Waubay Wetland Management District,45.38,-97.4433,EN15gj,US-SD,6,6,301,0,0
K-0533,Chickasaw National Wildlife Refuge,35.8361,-89.6558,EM55eu,US-TN,16,14,910,0,0
K-0534,Cross Creek National Wildlife Refuge,36.4745,-87.7354,EM66dl,US-TN,6,6,191,0,0
K-0535,Hatchie National Wildlife Refuge,35.4993,-89.2648,EM55il,US-TN,39,37,963,0,0
K-0536,Lake Isom National Wildlife Refuge,36.3182,-89.4211,EM56gh,US-TN,10,10,395,0,0
K-0537,Lower Hatchie National Wildlife Refuge,35.6016,-89.8916,EM55bo,US-TN,9,9,270,0,0
K-0538,Reelfoot National Wildlife Refuge,36.4404,-89.3529,EM56hk,US-TN,8,8,238,0,0
K-0539,Tennessee National Wildlife Refuge,35.8761,-87.9257,EM65av,US-TN,12,11,255,0,0
K-0540,Anahuac National Wildlife Refuge,29.6002,-94.4729,EL29so,US-TX,37,36,2998,0,0
K-0541,Aransas National Wildlife Refuge,28.245,-96.916,EL18nf,US-TX,13,13,738,0,0
K-0542,Attwater Prairie Chicken National Wildlife Refuge,29.6837,-96.2584,EL19uq,US-TX,25,24,1626,0,0
K-0543,Balcones Canyonlands National Wildlife Refuge,30.5079,-98.0239,EM00xm,US-TX,64,58,1707,0,0
K-0544,Big Boggy National Wildlife Refuge,28.7571,-95.8081,EL28cs,US-TX,3,3,122,0,0
K-0545,Brazoria National Wildlife Refuge,29.0667,-95.2458,EL29jb,US-TX,15,15,677,0,0
K-0546,Buffalo Lake National Wildlife Refuge,34.9097,-102.111,DM84wv,US-TX,29,29,2868,0,0
K-0547,Grulla National Wildlife Refuge,34.0959,-103.109,DM84kc,US-NM,5,5,341,0,0
K-0548,Hagerman National Wildlife Refuge,33.7392,-96.7523,EM13or,US-TX,158,156,9191,0,1
K-0549,Laguna Atascosa National Wildlife Refuge,26.2151,-97.3603,EL16hf,US-TX,24,23,2104,0,0
K-0550,Lower Rio Grande Valley National Wildlife Refuge,26.0734,-98.167,EL06vb,US-TX,13,13,868,0,0
K-0551,McFaddin National Wildlife Refuge,29.7176,-94.0929,EL29wr,US-TX,23,23,807,0,0
K-0552,Muleshoe National Wildlife Refuge,33.9589,-102.762,DM83ox,US-TX,11,9,385,0,0
K-0553,San Bernard National Wildlife Refuge,28.911,-95.5757,EL28fv,US-TX,25,23,1618,0,0
K-0554,Santa Ana National Wildlife Refuge,26.0815,-98.1359,EL06wb,US-TX,15,13,509,0,0
K-0555,Texas Point National Wildlife Refuge,29.6975,-93.8869,EL39bq,US-TX,26,24,655,0,0
K-0556,Trinity River National Wildlife Refuge,30.0985,-94.7844,EM20oc,US-TX,16,16,1105,0,0
K-0557,Bear River National Wildlife Refuge,41.4464,-112.097,DN31wk,US-UT,28,26,1257,0,0
K-0558,Fish Springs National Wildlife Refuge,39.8696,-113.381,DM39hu,US-UT,0,0,0,0,0
K-0559,Ouray National Wildlife Refuge,40.1626,-109.621,DN50ed,US-UT,0,0,0,0,0
K-0560,Back Bay National Wildlife Refuge,36.6726,-75.9143,FM26bq,US-VA,30,28,943,0,0
K-0561,Chincoteague National Wildlife Refuge,37.9542,-75.3167,FM27iw,US-VA,32,29,1143,0,0
